TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
6431;9518;AS Erlangen-West;9;BY;A;3;;5+1;Würzburg;AS Erlangen-West;N;Nürnberg;AS Erlangen-Frauenaurach;S;4;370,5;233;143;51;39;68.712;34.807;33.905;68.935;34.740;34.195;71.974;37.249;34.725;63.723;31.869;31.854;-5,6;-7,3;-4,3;-1,3;14.930;7.433;7.497;18.125;9.008;9.117;15.199;7.550;7.648;3.701;1.915;1.786;-4,0;-4,1;-4,9;-0,3;21,7;26,3;21,1;5,8;1,04;0,89;1,09;3.682;18,6;1.225;40,3;3.943;18,6;2.899;18,8;;;;;;;;;;;;;;;;;;D;D;D;D;D;E;18;;G;8;;E;17;;C;;;E;17;;C;;;C;11;15;B;11;;B;12;;A;;;76,0;;;1,6;4,9;16,4;;0,4;0,7;71,5;;;1,4;5,6;20,2;;0,4;0,8;76,2;;;1,9;4,7;16,0;;0,4;0,8;92,0;;;1,7;2,8;2,7;;0,3;0,5;639.614;5.493.367;70.021;35.846;34.175;18.767;9.483;9.284;68.585;33.449;35.136;10.378;4.408;5.970;;;;;;;;;;;;;;;;;69.701;35.404;34.297;19.373;9.765;9.608;27,8;27,6;28,0;49,57676419;10,93124967;3.242;3.113;9,3;9,2;11,1;10,4;8,1;8,2;9,2;9,1;34.963;32.454;0,90;0,89;0,99;1,00;1,05;1,12;0,83;0,91;;197;536;;;140;406;;;94;400;;210;6331011O6431019O;5,924;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6229;9515;AS Geiselwind;9;BY;A;3;;5+1;Würzburg;AS Geiselwind;N;Nürnberg;AS Schlüsselfeld;S;4;334,7;325;196;70;59;63.237;31.545;31.692;61.883;30.458;31.425;66.744;34.351;32.393;63.303;31.611;31.692;-2,6;-3,8;-1,2;-0,4;15.904;7.987;7.917;19.343;9.678;9.665;16.205;8.185;8.020;3.804;1.972;1.832;-1,7;-1,7;-2,6;-1,4;25,2;31,3;24,3;6,0;1,08;0,99;1,11;3.350;21,5;1.205;45,5;3.567;21,6;2.697;20,9;;;;;;;;;;;;;;;;;;D;D;E;D;D;C;;;C;;;C;;;C;;;E;17;;C;;;C;11;15;B;11;;C;15;;D;18;;72,2;;;1,9;4,9;19,8;;0,5;0,8;66,2;;;1,7;5,5;25,2;;0,5;0,8;72,7;;;2,3;4,7;19,1;;0,5;0,8;91,3;;;2,1;2,8;2,8;;0,4;0,5;612.121;5.513.235;62.942;31.554;31.388;20.101;10.217;9.884;64.572;31.423;33.149;10.702;4.714;5.988;;;;;;;;;;;;;;;;;62.175;30.768;31.407;20.745;10.498;10.247;33,4;34,1;32,6;49,76112846;10,55680653;2.966;2.810;9,4;8,9;4,6;3,6;1,2;1,1;9,6;8,9;30.107;29.724;1,02;0,96;0,99;0,94;1,07;1,14;0,90;0,92;;175;597;;;135;429;;;93;456;;270;6228018O6229016O;5,949;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5921;9507;AS Goldbach;9;BY;A;3;;8+1;Frankfurt a. Main;AS Goldbach (B26);N;Würzburg;AS Hösbach (B26);S;6;218,8;127;63;39;25;93.753;46.714;47.039;97.414;47.759;49.655;94.924;48.657;46.268;79.763;40.636;39.127;-1,9;-1,9;-3,3;-0,1;15.108;7.361;7.747;18.546;9.030;9.516;15.631;7.662;7.969;2.719;1.286;1.433;-3,3;-3,5;-3,8;-3,4;16,1;19,0;16,5;3,4;0,97;0,81;1,10;5.180;13,5;1.360;36,3;5.588;13,6;3.955;13,0;;;;;;;;;;;;;;;;;;B;C;C;D;B;D;8;18;C;;;D;8;17;C;;;C;;;E;16;;D;13;;B;12;;D;18;;C;17;;82,5;6,6;0,4;1,4;2,3;13,4;10,9;0,4;0,0;79,7;7,1;0,3;1,2;2,6;16,1;13,0;0,4;0,0;81,8;6,5;0,4;1,7;2,4;13,7;11,1;0,4;0,0;94,9;4,8;0,6;1,7;0,9;2,0;1,7;0,5;0,0;515.690;5.538.979;98.280;48.770;49.510;19.564;9.567;9.997;89.295;44.350;44.945;9.017;4.273;4.744;;;;;;;;;;;;;;;;;99.362;48.696;50.666;20.094;9.798;10.295;20,2;20,1;20,3;50,00292855;9,21893582;4.853;4.489;10,4;9,5;10,4;12,8;8,6;10,4;10,0;8,9;48.200;50.114;0,85;0,77;1,02;0,95;1,15;1,06;0,85;0,83;4.808;148;610;22;3.428;79;434;14;862;51;443;3;420;6021028C5921022O;1,820;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6331;9517;AS Höchstadt-Ost;9;BY;A;3;;5+1;Würzburg;AS Höchstadt-Ost (B470);N;Nürnberg;AS Erlangen-West;S;4;367,5;329;188;83;58;67.586;34.136;33.450;67.738;34.016;33.722;70.616;36.626;33.989;63.141;31.317;31.824;-5,7;-6,9;-4,9;-2,2;14.451;7.262;7.189;17.566;8.813;8.752;14.717;7.391;7.326;3.499;1.811;1.688;-4,5;-4,4;-6,1;-2,2;21,4;25,9;20,8;5,5;1,04;0,91;1,10;3.609;18,2;1.230;40,0;3.872;18,2;2.819;18,1;;;;;;;;;;;;;;;;;;D;D;E;D;D;E;17;;C;;;E;17;;C;;;E;16;;C;;;C;11;14;B;12;;C;15;;D;18;;76,2;;;1,8;4,6;16,2;;0,5;0,7;71,8;;;1,6;5,3;20,1;;0,6;0,7;76,4;;;2,1;4,5;15,8;;0,5;0,7;92,1;;;2,0;2,5;2,6;;0,4;0,4;635.847;5.503.323;68.718;35.088;33.630;18.182;9.279;8.902;67.636;33.047;34.589;10.069;4.311;5.758;;;;;;;;;;;;;;;;;68.422;34.610;33.811;18.770;9.553;9.217;27,4;27,6;27,3;49,66712278;10,88261594;3.131;2.859;9,2;8,5;13,1;4,0;8,5;1,1;9,0;8,5;33.891;31.630;0,91;0,91;0,96;0,99;1,08;1,13;0,87;0,92;;186;520;;;130;381;;;92;400;;220;6231023O6331011O;4,121;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6123;9510;AS Marktheidenfeld;9;BY;A;3;;8+1;Frankfurt a. Main;AS Marktheidenfeld (B8);N;Würzburg;AS Wertheim/Lengfurt;S;4;259,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;541.893;5.517.416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,80773264;9,58222760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;6123024O6223030O;2,045;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6532;9520;AS Nürnberg-Nord;9;BY;A;3;;5+1;Würzburg;AS Nürnberg-Nord (B2);N;Passau;AS Nürnberg/Behringersdorf (B14);S;6;394,5;353;207;82;64;103.325;50.557;52.768;106.546;51.505;55.041;106.765;53.434;53.330;87.895;43.595;44.300;;;;;18.520;9.115;9.406;22.639;11.117;11.522;18.884;9.301;9.583;4.019;2.051;1.968;;;;;17,9;21,2;17,7;4,6;1,00;0,78;1,06;5.702;15,6;1.513;35,4;6.238;15,8;4.092;14,7;;;;;;;;;;;;;;;;;;D;D;D;B;B;B;8;;E;17;;B;8;;E;17;;B;8;;E;16;;C;11;13;B;12;;C;15;;C;17;;79,8;;;1,6;4,7;12,9;;0,3;0,6;76,6;;;1,5;5,4;15,5;;0,3;0,7;79,7;;;1,9;4,6;12,7;;0,3;0,6;93,2;;;1,8;2,2;2,1;;0,3;0,4;655.594;5.484.514;109.370;53.546;55.824;23.754;11.826;11.928;93.371;44.814;48.557;11.306;4.824;6.482;;;;;;;;;;;;;;;;;109.653;53.213;56.440;24.500;12.164;12.337;22,3;22,9;21,9;49,49329572;11,14865091;5.008;5.050;9,9;9,6;15,8;13,2;9,7;8,3;9,4;8,9;52.164;55.903;0,83;0,74;1,01;0,95;1,05;1,06;0,78;0,76;;315;672;;;157;443;;;103;432;;170;6432021O6533007O;1,283;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6533;9521;AS Nürnberg/Behringersd.;9;BY;A;3;;5+1;Würzburg;AS Nürnberg/Behringersdorf (B14);N;Passau;AS Nürnberg-Mögeldorf;S;6;398,0;335;197;76;62;107.732;52.673;55.059;111.378;53.770;57.609;111.113;55.528;55.585;90.930;45.237;45.692;-1,7;-2,7;+0,3;-1,1;17.616;8.614;9.002;21.601;10.543;11.059;18.049;8.821;9.228;3.481;1.778;1.703;-0,9;-1,0;-1,3;-3,0;16,4;19,4;16,2;3,8;1,00;0,77;1,06;5.962;14,1;1.543;33,6;6.522;14,3;4.282;13,4;;;;;;;;;;;;;;;;;;D;D;C;B;B;B;8;;E;17;;B;8;;E;17;;B;8;;E;16;;C;11;13;B;12;;C;15;;C;17;;81,1;;;1,4;3,1;12,9;;0,3;1,1;78,3;;;1,2;3,5;15,6;;0,3;1,1;80,9;;;1,7;3,1;12,8;;0,3;1,2;93,2;;;1,9;1,4;2,0;;0,4;1,1;657.854;5.482.572;114.239;55.803;58.436;22.708;11.234;11.474;97.256;46.842;50.414;10.632;4.484;6.148;;;;;;;;;;;;;;;;;114.622;55.495;59.127;23.400;11.549;11.851;20,4;20,8;20,0;49,47525095;11,17906348;5.114;5.265;9,7;9,6;13,5;11,6;10,0;8,7;9,2;8,9;54.564;58.690;0,82;0,73;1,00;0,95;1,05;1,06;0,79;0,76;;217;715;;;119;454;;;78;440;;160;6533007O6533008O;0,268;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6634;9624;AS Oberölsbach;9;BY;A;3;;8+1;Nürnberg;AS Oberölsbach;N;Passau;AS Neumarkt/OPf.;S;4;427,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;676.916;5.469.726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,35455946;11,43623597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;6634015O6634017O;1,163;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5512;7779;AS Ransbach-Baumb. VQ Süd;7;RP;A;3;;8+1;Köln;AS Ransbach-Baumbach;N;Frankfurt a. Main;AD Dreieck Dernbach (A48);S;6;78,1;282;180;58;44;89.051;44.199;44.852;88.778;44.353;44.425;91.804;44.832;46.972;86.661;42.875;43.786;+0,1;-0,8;+0,8;+2,8;13.573;6.804;6.769;16.418;8.240;8.177;13.941;6.995;6.947;2.963;1.444;1.519;+0,5;+1,3;-2,2;+2,0;15,2;18,5;15,2;3,4;1,03;0,98;1,16;4.893;13,1;1.344;30,8;5.183;13,5;4.024;11,4;;;;;;;;;;;;;;;;;;D;D;D;D;D;C;;;C;;;C;;;C;;;E;17;;C;;;A;;;B;12;;D;18;;C;14;;81,9;7,3;0,7;1,3;2,8;12,0;9,4;0,4;1,5;78,8;7,8;0,7;1,2;3,3;14,8;11,6;0,4;1,6;81,6;7,3;0,7;1,7;2,7;12,0;9,5;0,4;1,5;93,8;5,7;0,9;1,6;1,2;1,7;1,4;0,5;1,2;411.758;5.592.873;89.967;44.570;45.397;17.450;8.716;8.734;87.541;44.019;43.523;7.789;4.110;3.679;;;;;;;;;;;;;;;;;89.522;44.580;44.942;17.861;8.924;8.938;20,0;20,0;19,9;50,48118977;7,75624864;4.123;4.131;9,3;9,2;4,1;2,9;2,8;0,9;9,2;9,2;43.767;43.469;0,97;0,99;0,94;1,00;1,16;1,15;0,94;0,91;4.445;164;538;36;3.539;100;358;28;920;63;351;10;670;5512002O5512003O;0,628;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6230;9516;AS Schlüsselfeld;9;BY;A;3;;5+1;Würzburg;AS Schlüsselfeld;N;Nürnberg;AS Höchstadt-Nord;S;4;346,9;358;213;82;63;64.368;32.118;32.250;63.137;31.155;31.982;67.927;34.843;33.084;63.949;31.866;32.084;-2,7;-4,0;-1,3;-0,2;15.993;7.906;8.087;19.435;9.604;9.831;16.355;8.101;8.254;3.801;1.872;1.929;-1,7;-1,7;-2,5;-1,2;24,8;30,8;24,1;5,9;1,08;0,98;1,10;3.413;21,3;1.220;44,9;3.640;21,4;2.734;20,7;;;;;;;;;;;;;;;;;;D;D;E;D;D;C;;;C;;;C;;;C;;;E;17;;C;;;C;11;15;B;12;;C;15;;D;18;;72,6;;;1,9;4,9;19,5;;0,5;0,7;66,8;;;1,6;5,6;24,7;;0,5;0,8;73,0;;;2,2;4,8;18,9;;0,4;0,8;91,5;;;2,1;2,7;2,9;;0,4;0,5;624.397;5.510.198;64.269;32.259;32.009;20.229;10.157;10.071;65.362;31.754;33.608;10.717;4.555;6.162;;;;;;;;;;;;;;;;;63.506;31.519;31.987;20.852;10.439;10.413;32,8;33,1;32,6;49,73140237;10,72620092;3.011;2.833;9,4;8,8;4,0;4,4;1,1;1,3;9,6;8,9;30.880;30.215;1,01;0,96;1,00;0,94;1,07;1,14;0,89;0,92;;179;600;;;137;428;;;95;453;;250;6229016O6230012O;7,128;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6224;9511;AS Wertheim/Lengfurt;9;BY;A;3;;8+1;Frankfurt a. Main;AS Wertheim/Lengfurt;N;Würzburg;AS Helmstadt (B468);S;6;268,7;338;206;71;61;67.883;33.775;34.108;67.543;33.093;34.450;70.500;35.870;34.630;65.646;33.380;32.266;+3,3;+3,2;+3,5;+3,4;14.025;6.886;7.139;17.379;8.526;8.853;14.172;6.965;7.207;2.410;1.199;1.211;+0,3;+0,8;-1,7;-3,9;20,7;25,7;20,1;3,7;1,04;0,96;1,10;3.655;17,2;1.176;42,4;3.924;17,4;2.847;16,3;;;;;;;;;;;;;;;;;;D;C;D;D;D;C;;;C;;;C;;;C;;;E;15;;C;;;D;13;;B;12;;C;16;;A;;;77,5;9,3;0,4;1,8;2,0;18,1;14,7;0,5;0,0;72,7;9,8;0,3;1,6;2,4;22,8;18,5;0,5;0,0;77,7;9,2;0,4;2,1;1,9;17,7;14,3;0,5;0,0;94,1;7,8;0,5;2,2;0,8;2,3;1,9;0,6;0,0;551.470;5.513.722;68.373;33.949;34.424;18.184;8.989;9.195;68.288;33.427;34.861;8.405;3.815;4.591;;;;;;;;;;;;;;;;;68.092;33.433;34.659;18.837;9.293;9.544;27,7;27,8;27,5;49,77375676;9,71483330;3.311;3.191;9,8;9,4;7,1;1,9;6,0;1,1;9,9;9,2;32.709;33.245;1,01;0,91;0,99;0,93;1,09;1,11;0,92;0,91;3.226;95;587;15;2.375;63;400;9;675;40;458;3;370;6223021O6224211O;4,984;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6225;9513;AS Würzburg-Heidingsfeld;9;BY;A;3;;5+1;Frankfurt a. Main;AS Würzburg-Heidingsfeld (B19);N;Nürnberg;AS Würzburg/Randersacker (B13);S;5;287,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569.887;5.510.355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,74161663;9,96998602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;6225028O6225034O;4,037;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6020;9506;AS-Aschaffenburg;9;BY;A;3;;2;Frankfurt a. Main;AS Aschaffenburg-West (B8);N;Würzburg;AS Aschaffenburg-Ost (B26);S;6;215,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;511.470;5.537.681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,99134377;9,16001633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440;6020201O6021001O;6,316;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6226;9512;AS-Würzburg-Randersacker;9;BY;A;3;;8+1;Frankfurt a. Main;AS Würzburg/Randersacker (B13);N;Nürnberg;AS Rottendorf (B8);S;6;298,4;327;193;75;59;71.261;35.389;35.873;70.675;34.336;36.339;74.269;37.826;36.443;69.358;35.812;33.546;+0,3;-0,4;+1,3;+1,3;16.835;8.461;8.374;20.810;10.409;10.401;17.152;8.675;8.477;2.886;1.550;1.336;+0,2;+0,6;-1,6;-4,6;23,6;29,4;23,1;4,2;1,05;0,94;1,08;3.819;19,8;1.269;46,9;4.105;19,9;2.960;19,1;;;;;;;;;;;;;;;;;;C;D;D;D;B;C;;;C;;;C;;;C;;;E;17;;C;;;D;15;;B;12;;C;15;;A;;;74,5;9,5;0,4;1,8;2,4;20,9;16,8;0,4;0,0;68,9;9,8;0,3;1,6;2,7;26,4;21,1;0,4;0,0;74,7;9,4;0,5;2,2;2,3;20,4;16,4;0,4;0,0;93,6;8,4;0,5;2,2;1,1;2,6;2,1;0,5;0,0;576.234;5.512.738;72.323;35.651;36.672;21.915;11.068;10.847;68.518;33.608;34.909;9.677;4.482;5.195;;;;;;;;;;;;;;;;;71.807;34.941;36.866;22.633;11.390;11.244;31,5;32,6;30,5;49,76228284;10,05851942;3.647;3.025;10,3;8,4;2,1;2,6;0,7;1,6;10,4;8,2;34.325;36.340;1,01;0,87;1,06;0,92;1,04;1,11;0,87;0,84;3.271;108;709;17;2.385;73;493;10;670;45;550;4;320;6225034O6226007O;5,772;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7345;9628;Aicha vorm Wald;9;BY;A;3;;8+1;Nürnberg;AS Garham/Vilshofen;N;Passau;AS Aicha vorm Wald;S;4;591,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;812.938;5.399.842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,67309516;13,25121338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;7345001O7345009O;3,906;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5410;7121;Ammerich;7;RP;A;3;;8+1;Köln;AS Neustadt (Wied);N;Frankfurt a. Main;AS Neuwied;S;6;51,5;176;100;44;32;83.640;41.466;42.174;82.610;41.252;41.358;86.158;41.890;44.267;84.243;41.714;42.530;-0,9;-1,9;-0,4;+2,4;13.020;6.349;6.671;15.764;7.740;8.024;13.166;6.322;6.845;3.042;1.414;1.628;-0,5;+0,3;-4,2;+7,5;15,6;19,1;15,3;3,6;1,04;1,02;1,14;4.590;13,5;1.275;30,4;4.846;13,9;3.823;11,9;;;;;;;;;;;;;;;;;;C;D;D;D;D;C;;;C;;;C;;;C;;;E;16;;E;17;;D;12;;B;11;;D;17;;A;;;81,7;7,9;0,6;1,4;3,0;12,2;9,7;0,4;1,4;78,3;8,5;0,6;1,2;3,4;15,2;12,2;0,4;1,4;81,5;7,9;0,6;1,7;2,9;12,0;9,5;0,4;1,5;93,6;6,2;0,7;1,5;1,4;1,8;1,5;0,5;1,3;390.045;5.605.914;83.813;41.421;42.392;16.695;8.103;8.591;82.079;41.383;40.696;7.442;3.892;3.550;;;;;;;;;;;;;;;;;83.278;41.419;41.859;17.159;8.377;8.782;20,6;20,2;21,0;50,59476202;7,44646752;4.069;4.037;9,8;9,6;2,7;3,2;0,8;1,1;9,8;9,6;40.653;40.555;1,01;1,03;0,94;0,99;1,12;1,16;0,93;0,90;4.140;159;516;31;3.344;103;353;22;881;63;324;7;700;5310051O5411001O;1,531;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
5309;5006;Bad Honnef/Linz;5;NW;A;3;;8+1;Köln;AS Siebengebirge;N;Frankfurt a. Main;AS Bad Honnef/Linz;S;6;37,0;264;167;52;45;84.701;42.333;42.368;83.251;41.557;41.694;89.149;44.702;44.447;84.445;42.208;42.237;+0,3;-0,1;-0,6;+3,6;11.509;5.634;5.875;14.013;6.881;7.133;11.834;5.829;6.005;2.169;941;1.228;+0,2;+0,6;-1,9;+1,2;13,6;16,8;13,3;2,6;1,07;1,00;1,16;4.640;11,6;1.308;27,5;4.900;12,0;3.859;10,3;;;;;;;;;;;;;;;;;;C;D;D;D;D;C;;;C;;;C;;;C;;;C;;;E;17;;A;;;B;11;;D;17;;A;;;84,7;9,5;0,3;1,5;1,4;11,7;9,4;0,4;0,2;81,6;10,1;0,2;1,3;1,7;14,7;11,7;0,4;0,2;84,6;9,6;0,3;1,9;1,4;11,5;9,2;0,4;0,2;95,6;7,1;0,4;1,7;0,4;1,6;1,4;0,5;0,1;379.621;5.615.022;85.106;42.408;42.698;14.959;7.289;7.670;83.066;42.123;40.943;6.241;3.361;2.880;;;;;;;;;;;;;;;;;84.015;41.752;42.262;15.356;7.480;7.876;18,3;17,9;18,6;50,67457054;7,29630032;4.048;3.954;9,6;9,3;1,2;9,2;0,5;7,5;9,7;9,4;41.695;40.908;0,99;1,01;0,94;1,00;1,15;1,16;0,93;0,90;4.298;91;496;14;3.454;48;349;8;948;35;325;1;720;5309021A5309027A;2,032;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
